Angle,RT60,Mu_Inv,Zeta,SI_SDR_Imp
84,0.6,1.0,1e-06,-11.573
84,0.6,1.0,1e-05,-11.572
84,0.6,1.0,0.0001,-11.563
84,0.6,1.0,0.001,-11.498
84,0.6,1.0,0.01,-11.356
84,0.6,1.2,1e-06,-12.01
84,0.6,1.2,1e-05,-12.009
84,0.6,1.2,0.0001,-12.001
84,0.6,1.2,0.001,-11.939
84,0.6,1.2,0.01,-11.812
86,0.0,0.0,1e-06,3.057
86,0.0,0.0,1e-05,3.062
86,0.0,0.0,0.0001,3.102
86,0.0,0.0,0.001,3.458
86,0.0,0.0,0.01,4.901
86,0.0,0.2,1e-06,-9.35
86,0.0,0.2,1e-05,-9.348
86,0.0,0.2,0.0001,-9.333
86,0.0,0.2,0.001,-9.212
86,0.0,0.2,0.01,-8.892
86,0.0,0.5,1e-06,-11.523
86,0.0,0.5,1e-05,-11.522
86,0.0,0.5,0.0001,-11.51
86,0.0,0.5,0.001,-11.409
86,0.0,0.5,0.01,-11.185
86,0.0,0.8,1e-06,-12.739
86,0.0,0.8,1e-05,-12.738
86,0.0,0.8,0.0001,-12.726
86,0.0,0.8,0.001,-12.634
86,0.0,0.8,0.01,-12.445
86,0.0,1.0,1e-06,-13.343
86,0.0,1.0,1e-05,-13.342
86,0.0,1.0,0.0001,-13.33
86,0.0,1.0,0.001,-13.242
86,0.0,1.0,0.01,-13.065
86,0.0,1.2,1e-06,-13.849
86,0.0,1.2,1e-05,-13.848
86,0.0,1.2,0.0001,-13.837
86,0.0,1.2,0.001,-13.75
86,0.0,1.2,0.01,-13.582
86,0.2,0.0,1e-06,2.854
86,0.2,0.0,1e-05,2.859
86,0.2,0.0,0.0001,2.901
86,0.2,0.0,0.001,3.257
86,0.2,0.0,0.01,4.619
86,0.2,0.2,1e-06,-7.554
86,0.2,0.2,1e-05,-7.552
86,0.2,0.2,0.0001,-7.543
86,0.2,0.2,0.001,-7.474
86,0.2,0.2,0.01,-7.446
86,0.2,0.5,1e-06,-10.02
86,0.2,0.5,1e-05,-10.019
86,0.2,0.5,0.0001,-10.012
86,0.2,0.5,0.001,-9.959
86,0.2,0.5,0.01,-9.999
86,0.2,0.8,1e-06,-11.341
86,0.2,0.8,1e-05,-11.34
86,0.2,0.8,0.0001,-11.333
86,0.2,0.8,0.001,-11.288
86,0.2,0.8,0.01,-11.356
86,0.2,1.0,1e-06,-11.982
86,0.2,1.0,1e-05,-11.982
86,0.2,1.0,0.0001,-11.975
86,0.2,1.0,0.001,-11.933
86,0.2,1.0,0.01,-12.014
86,0.2,1.2,1e-06,-12.515
86,0.2,1.2,1e-05,-12.514
86,0.2,1.2,0.0001,-12.507
86,0.2,1.2,0.001,-12.468
86,0.2,1.2,0.01,-12.559
86,0.4,0.0,1e-06,0.549
86,0.4,0.0,1e-05,0.55
86,0.4,0.0,0.0001,0.563
86,0.4,0.0,0.001,0.686
86,0.4,0.0,0.01,1.344
86,0.4,0.2,1e-06,-8.961
86,0.4,0.2,1e-05,-8.96
86,0.4,0.2,0.0001,-8.954
86,0.4,0.2,0.001,-8.9
86,0.4,0.2,0.01,-8.704
86,0.4,0.5,1e-06,-11.081
86,0.4,0.5,1e-05,-11.08
86,0.4,0.5,0.0001,-11.075
86,0.4,0.5,0.001,-11.029
86,0.4,0.5,0.01,-10.879
86,0.4,0.8,1e-06,-12.284
86,0.4,0.8,1e-05,-12.283
86,0.4,0.8,0.0001,-12.278
86,0.4,0.8,0.001,-12.236
86,0.4,0.8,0.01,-12.108
86,0.4,1.0,1e-06,-12.882
86,0.4,1.0,1e-05,-12.881
86,0.4,1.0,0.0001,-12.876
86,0.4,1.0,0.001,-12.836
86,0.4,1.0,0.01,-12.719
86,0.4,1.2,1e-06,-13.383
86,0.4,1.2,1e-05,-13.382
86,0.4,1.2,0.0001,-13.378
86,0.4,1.2,0.001,-13.339
86,0.4,1.2,0.01,-13.23
86,0.6,0.0,1e-06,0.986
86,0.6,0.0,1e-05,0.988
86,0.6,0.0,0.0001,1.001
86,0.6,0.0,0.001,1.126
86,0.6,0.0,0.01,1.85
86,0.6,0.2,1e-06,-8.873
86,0.6,0.2,1e-05,-8.873
86,0.6,0.2,0.0001,-8.866
86,0.6,0.2,0.001,-8.813
86,0.6,0.2,0.01,-8.617
86,0.6,0.5,1e-06,-10.772
86,0.6,0.5,1e-05,-10.772
86,0.6,0.5,0.0001,-10.766
86,0.6,0.5,0.001,-10.718
86,0.6,0.5,0.01,-10.558
86,0.6,0.8,1e-06,-11.816
86,0.6,0.8,1e-05,-11.816
86,0.6,0.8,0.0001,-11.81
86,0.6,0.8,0.001,-11.764
86,0.6,0.8,0.01,-11.624
86,0.6,1.0,1e-06,-12.332
86,0.6,1.0,1e-05,-12.332
86,0.6,1.0,0.0001,-12.326
86,0.6,1.0,0.001,-12.282
86,0.6,1.0,0.01,-12.151
86,0.6,1.2,1e-06,-12.765
86,0.6,1.2,1e-05,-12.765
86,0.6,1.2,0.0001,-12.76
86,0.6,1.2,0.001,-12.717
86,0.6,1.2,0.01,-12.592
88,0.0,0.0,1e-06,1.575
88,0.0,0.0,1e-05,1.579
88,0.0,0.0,0.0001,1.613
88,0.0,0.0,0.001,1.916
88,0.0,0.0,0.01,3.265
88,0.0,0.2,1e-06,-12.384
88,0.0,0.2,1e-05,-12.383
88,0.0,0.2,0.0001,-12.372
88,0.0,0.2,0.001,-12.281
88,0.0,0.2,0.01,-12.02
88,0.0,0.5,1e-06,-14.4
88,0.0,0.5,1e-05,-14.399
88,0.0,0.5,0.0001,-14.389
88,0.0,0.5,0.001,-14.307
88,0.0,0.5,0.01,-14.095
88,0.0,0.8,1e-06,-15.532
88,0.0,0.8,1e-05,-15.531
88,0.0,0.8,0.0001,-15.522
88,0.0,0.8,0.001,-15.445
88,0.0,0.8,0.01,-15.258
88,0.0,1.0,1e-06,-16.098
88,0.0,1.0,1e-05,-16.097
88,0.0,1.0,0.0001,-16.088
88,0.0,1.0,0.001,-16.014
88,0.0,1.0,0.01,-15.839
88,0.0,1.2,1e-06,-16.574
88,0.0,1.2,1e-05,-16.573
88,0.0,1.2,0.0001,-16.564
88,0.0,1.2,0.001,-16.492
88,0.0,1.2,0.01,-16.327
88,0.2,0.0,1e-06,2.47
88,0.2,0.0,1e-05,2.472
88,0.2,0.0,0.0001,2.494
88,0.2,0.0,0.001,2.686
88,0.2,0.0,0.01,3.685
88,0.2,0.2,1e-06,-8.983
88,0.2,0.2,1e-05,-8.982
88,0.2,0.2,0.0001,-8.975
88,0.2,0.2,0.001,-8.919
88,0.2,0.2,0.01,-8.778
88,0.2,0.5,1e-06,-11.193
88,0.2,0.5,1e-05,-11.192
88,0.2,0.5,0.0001,-11.187
88,0.2,0.5,0.001,-11.141
88,0.2,0.5,0.01,-11.064
88,0.2,0.8,1e-06,-12.445
88,0.2,0.8,1e-05,-12.445
88,0.2,0.8,0.0001,-12.44
88,0.2,0.8,0.001,-12.401
88,0.2,0.8,0.01,-12.356
88,0.2,1.0,1e-06,-13.072
88,0.2,1.0,1e-05,-13.072
88,0.2,1.0,0.0001,-13.067
88,0.2,1.0,0.001,-13.031
88,0.2,1.0,0.01,-13.0
88,0.2,1.2,1e-06,-13.6
88,0.2,1.2,1e-05,-13.6
88,0.2,1.2,0.0001,-13.595
88,0.2,1.2,0.001,-13.561
88,0.2,1.2,0.01,-13.541
88,0.4,0.0,1e-06,1.21
88,0.4,0.0,1e-05,1.213
88,0.4,0.0,0.0001,1.246
88,0.4,0.0,0.001,1.541
88,0.4,0.0,0.01,2.99
88,0.4,0.2,1e-06,-9.247
88,0.4,0.2,1e-05,-9.246
88,0.4,0.2,0.0001,-9.238
88,0.4,0.2,0.001,-9.17
88,0.4,0.2,0.01,-8.96
88,0.4,0.5,1e-06,-11.528
88,0.4,0.5,1e-05,-11.527
88,0.4,0.5,0.0001,-11.521
88,0.4,0.5,0.001,-11.465
88,0.4,0.5,0.01,-11.321
88,0.4,0.8,1e-06,-12.777
88,0.4,0.8,1e-05,-12.776
88,0.4,0.8,0.0001,-12.77
88,0.4,0.8,0.001,-12.721
88,0.4,0.8,0.01,-12.608
88,0.4,1.0,1e-06,-13.389
88,0.4,1.0,1e-05,-13.389
88,0.4,1.0,0.0001,-13.383
88,0.4,1.0,0.001,-13.336
88,0.4,1.0,0.01,-13.237
88,0.4,1.2,1e-06,-13.899
88,0.4,1.2,1e-05,-13.898
88,0.4,1.2,0.0001,-13.892
88,0.4,1.2,0.001,-13.848
88,0.4,1.2,0.01,-13.759
88,0.6,0.0,1e-06,1.147
88,0.6,0.0,1e-05,1.148
88,0.6,0.0,0.0001,1.161
88,0.6,0.0,0.001,1.277
88,0.6,0.0,0.01,1.995
88,0.6,0.2,1e-06,-9.911
88,0.6,0.2,1e-05,-9.911
88,0.6,0.2,0.0001,-9.906
88,0.6,0.2,0.001,-9.865
88,0.6,0.2,0.01,-9.675
88,0.6,0.5,1e-06,-12.029
88,0.6,0.5,1e-05,-12.029
88,0.6,0.5,0.0001,-12.024
88,0.6,0.5,0.001,-11.986
88,0.6,0.5,0.01,-11.819
88,0.6,0.8,1e-06,-13.162
88,0.6,0.8,1e-05,-13.162
88,0.6,0.8,0.0001,-13.157
88,0.6,0.8,0.001,-13.12
88,0.6,0.8,0.01,-12.965
88,0.6,1.0,1e-06,-13.711
88,0.6,1.0,1e-05,-13.71
88,0.6,1.0,0.0001,-13.706
88,0.6,1.0,0.001,-13.669
88,0.6,1.0,0.01,-13.519
88,0.6,1.2,1e-06,-14.164
88,0.6,1.2,1e-05,-14.164
88,0.6,1.2,0.0001,-14.16
88,0.6,1.2,0.001,-14.124
88,0.6,1.2,0.01,-13.977
